title,placeUrl,website,rating,reviewCount,address,phoneNumber,email,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Urban Elephants Hostel,https://www.google.com/maps/place/Urban+Elephants+Hostel/data=!4m7!3m6!1s0x476c8944c86facc1:0xd1b5ca36dfa47605!8m2!3d48.1457952!4d17.1122246!16s%2Fg%2F11fq972bbr!19sChIJwaxvyESJbEcRBXak3zbKtdE,http://elephants.sk/urban/,4.4,913.0,"Kolárska 8, 811 06 Bratislava, Slovakia",+421 940 568 810,merch@elephants.sk,Urban Elephants Hostel,Bratislava,"Všimol som si Urban Elephants Hostel v Bratislava – máte hodnotenie 4.4 (913 recenzií), pekný signál, že máte dobrý servis.",Urban Elephants Hostel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Urban Elephants Hostel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Urban Elephants Hostel v Bratislava – máte hodnotenie 4.4 (913 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Urban Elephants Hostel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Urban Elephants Hostel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Urban Elephants Hostel.

— Adam","Subject: Urban Elephants Hostel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Urban Elephants Hostel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Plus Bratislava,https://www.google.com/maps/place/Hotel+Plus+Bratislava/data=!4m10!3m9!1s0x476c8f1f8b17a539:0x1a5a22896ce80f22!5m2!4m1!1i2!8m2!3d48.1725432!4d17.1710301!16s%2Fg%2F1tfxwtzc!19sChIJOaUXix-PbEcRIg_obIkiWho,http://www.hotelyplus.sk/,3.4,921.0,"72, Bulharská 1743, 821 04 Bratislava, Slovakia",+421 2/482 319 20,travel@hotely-plus.sk,Hotel Plus Bratislava,Bratislava,"Všimol som si Hotel Plus Bratislava v Bratislava – máte hodnotenie 3.4 (921 recenzií), pekný signál, že máte dobrý servis.",Hotel Plus Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Plus Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Plus Bratislava v Bratislava – máte hodnotenie 3.4 (921 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Plus Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Plus Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Plus Bratislava.

— Adam","Subject: Hotel Plus Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Plus Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Modena,https://www.google.com/maps/place/Hotel+Modena/data=!4m7!3m6!1s0x476c88953efd4185:0xa83fc627391acabb!8m2!3d48.1297316!4d17.1737874!16s%2Fg%2F12hxgdljs!19sChIJhUH9PpWIbEcRu8oaOSfGP6g,http://www.hotelmodena.sk/,3.9,1011.0,"Slovnaft Business Center, Vlčie hrdlo 1/A, 824 12 Bratislava, Slovakia",+421 948 998 488,sales@hotelmodena.sk,Hotel Modena,Bratislava,"Všimol som si Hotel Modena v Bratislava – máte hodnotenie 3.9 (1011 recenzií), pekný signál, že máte dobrý servis.",Hotel Modena: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Modena,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Modena v Bratislava – máte hodnotenie 3.9 (1011 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Modena. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Modena

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Modena.

— Adam","Subject: Hotel Modena: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Modena (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Clarion Congress Hotel Bratislava,https://www.google.com/maps/place/Clarion+Congress+Hotel+Bratislava/data=!4m7!3m6!1s0x476c8bfbc5aa7a49:0x153c42cac54f5aa!8m2!3d48.1562577!4d17.1080292!16s%2Fg%2F11skv7rqxm!19sChIJSXqqxfuLbEcRqvVUrCzEUwE,https://www.clarioncongresshotelbratislava.com/,4.6,1018.0,"Žabotova 2, 811 04 Bratislava, Slovakia",+421 2/572 770 00,reception.cchb@clarion-hotel.sk,Clarion Congress Hotel Bratislava,Bratislava,"Všimol som si Clarion Congress Hotel Bratislava v Bratislava – máte hodnotenie 4.6 (1018 recenzií), pekný signál, že máte dobrý servis.",Clarion Congress Hotel Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Clarion Congress Hotel Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Clarion Congress Hotel Bratislava v Bratislava – máte hodnotenie 4.6 (1018 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Clarion Congress Hotel Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Clarion Congress Hotel Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Clarion Congress Hotel Bratislava.

— Adam","Subject: Clarion Congress Hotel Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Clarion Congress Hotel Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Gracia Bratislava,https://www.google.com/maps/place/Hotel+Gracia+Bratislava/data=!4m7!3m6!1s0x476c89684452fc2f:0x4fc07d186602f462!8m2!3d48.1393713!4d17.1074505!16s%2Fg%2F1tdz3m9r!19sChIJL_xSRGiJbEcRYvQCZhh9wE8,http://www.botelgracia.sk/,3.9,1021.0,"Rázusovo nábrežie 32, 811 02 Bratislava, Slovakia",+421 2/544 321 32,hotel@botelgracia.sk,Hotel Gracia Bratislava,Bratislava,"Všimol som si Hotel Gracia Bratislava v Bratislava – máte hodnotenie 3.9 (1021 recenzií), pekný signál, že máte dobrý servis.",Hotel Gracia Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Gracia Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Gracia Bratislava v Bratislava – máte hodnotenie 3.9 (1021 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Gracia Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Gracia Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Gracia Bratislava.

— Adam","Subject: Hotel Gracia Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Gracia Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Elisabeth Old Town,https://www.google.com/maps/place/Elisabeth+Old+Town/data=!4m10!3m9!1s0x476c894132d9a35b:0x8bbee3858795b84e!5m2!4m1!1i2!8m2!3d48.1445386!4d17.1178374!16s%2Fg%2F11csrc33fj!19sChIJW6PZMkGJbEcRTriVh4Xjvos,http://elisabeth.sk/,4.1,1022.0,"Klemensova 2523/2, 811 09 Bratislava, Slovakia",+421 948 636 260,info@senger.sk,Elisabeth Old Town,Bratislava,"Všimol som si Elisabeth Old Town v Bratislava – máte hodnotenie 4.1 (1022 recenzií), pekný signál, že máte dobrý servis.",Elisabeth Old Town: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Elisabeth Old Town,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Elisabeth Old Town v Bratislava – máte hodnotenie 4.1 (1022 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Elisabeth Old Town. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Elisabeth Old Town

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Elisabeth Old Town.

— Adam","Subject: Elisabeth Old Town: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Elisabeth Old Town (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Le Petit,https://www.google.com/maps/place/Le+Petit/data=!4m10!3m9!1s0x476c895b0a78366b:0xca750e8f437a4dfa!5m2!4m1!1i2!8m2!3d48.1478615!4d17.106517!16s%2Fg%2F1tcy7pnq!19sChIJazZ4CluJbEcR-k16Q48Odco,https://myhotel.sk/,4.0,1161.0,"Suché mýto 510, 811 03 Staré Mesto, Slovakia",+421 902 072 942,info@senger.sk,Le Petit,Staré Mesto,"Všimol som si Le Petit v Staré Mesto – máte hodnotenie 4.0 (1161 recenzií), pekný signál, že máte dobrý servis.",Le Petit: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Le Petit,Staré Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Le Petit v Staré Mesto – máte hodnotenie 4.0 (1161 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Le Petit. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Le Petit

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Le Petit.

— Adam","Subject: Le Petit: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Le Petit (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Loft Hotel Bratislava,https://www.google.com/maps/place/Loft+Hotel+Bratislava/data=!4m7!3m6!1s0x476c8950a3d1840b:0x8ea4bd1b256a9d0c!8m2!3d48.1519321!4d17.107188!16s%2Fg%2F1q62h6n7b!19sChIJC4TRo1CJbEcRDJ1qJRu9pI4,https://www.lofthotel.sk/?utm_source=google&utm_medium=knowledge&utm_campaign=knowledgegraph,4.7,1231.0,"Štefánikova 864/4, 811 05 Bratislava, Slovakia",+421 901 902 680,zo@eurotrading.sk,Loft Hotel Bratislava,Bratislava,"Všimol som si Loft Hotel Bratislava v Bratislava – máte hodnotenie 4.7 (1231 recenzií), pekný signál, že máte dobrý servis.",Loft Hotel Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Loft Hotel Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Loft Hotel Bratislava v Bratislava – máte hodnotenie 4.7 (1231 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Loft Hotel Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Loft Hotel Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Loft Hotel Bratislava.

— Adam","Subject: Loft Hotel Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Loft Hotel Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
PREMIUM Business Hotel Bratislava,https://www.google.com/maps/place/PREMIUM+Business+Hotel+Bratislava/data=!4m10!3m9!1s0x476c8ecd228031b7:0xb2009b21cbadc158!5m2!4m1!1i2!8m2!3d48.1575058!4d17.1420587!16s%2Fg%2F1hdzgm2ph!19sChIJtzGAIs2ObEcRWMGtyyGbALI,http://www.hotel-premium.sk/,4.4,1249.0,"Priekopy 20/A, 821 08 Bratislava, Slovakia",+421 2/494 910 55,gr@hotel-premium.sk,PREMIUM Business Hotel Bratislava,Bratislava,"Všimol som si PREMIUM Business Hotel Bratislava v Bratislava – máte hodnotenie 4.4 (1249 recenzií), pekný signál, že máte dobrý servis.",PREMIUM Business Hotel Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v PREMIUM Business Hotel Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si PREMIUM Business Hotel Bratislava v Bratislava – máte hodnotenie 4.4 (1249 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre PREMIUM Business Hotel Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: PREMIUM Business Hotel Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre PREMIUM Business Hotel Bratislava.

— Adam","Subject: PREMIUM Business Hotel Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre PREMIUM Business Hotel Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Color,https://www.google.com/maps/place/Hotel+Color/data=!4m10!3m9!1s0x476c8efad630d2f3:0xd640baa8df00e482!5m2!4m1!1i2!8m2!3d48.1843562!4d17.1649691!16s%2Fg%2F1tfhf6l_!19sChIJ89Iw1vqObEcRguQA36i6QNY,https://www.hotelcolor.sk/,4.3,1280.0,"Pri Starom mýte 3095/1, 831 04 Bratislava, Slovakia",+421 917 925 200,restaurant@hotelcolor.sk,Hotel Color,Bratislava,"Všimol som si Hotel Color v Bratislava – máte hodnotenie 4.3 (1280 recenzií), pekný signál, že máte dobrý servis.",Hotel Color: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Color,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Color v Bratislava – máte hodnotenie 4.3 (1280 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Color. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Color

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Color.

— Adam","Subject: Hotel Color: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Color (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Safestay Bratislava,https://www.google.com/maps/place/Safestay+Bratislava/data=!4m7!3m6!1s0x476c89513d143c2f:0xdca7372b8448df1!8m2!3d48.1546115!4d17.1085898!16s%2Fg%2F11f4wtqt6t!19sChIJLzwUPVGJbEcR8Y1EuHJzyg0,https://www.safestay.com/venue/safestay-bratislava-presidential-palace/,4.0,1280.0,"9A, Leškova 4932, 811 04 Bratislava, Slovakia",+421 2/330 002 37,groups@safestay.com,Safestay Bratislava,Bratislava,"Všimol som si Safestay Bratislava v Bratislava – máte hodnotenie 4.0 (1280 recenzií), pekný signál, že máte dobrý servis.",Safestay Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Safestay Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Safestay Bratislava v Bratislava – máte hodnotenie 4.0 (1280 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Safestay Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Safestay Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Safestay Bratislava.

— Adam","Subject: Safestay Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Safestay Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Marrol's Boutique Hotel,https://www.google.com/maps/place/Marrol%27s+Boutique+Hotel/data=!4m10!3m9!1s0x476c8941f5caba59:0x69fb953526ed83d!5m2!4m1!1i2!8m2!3d48.1413427!4d17.1134801!16s%2Fg%2F1tgc89r3!19sChIJWbrK9UGJbEcRPdhuUlO5nwY,http://www.hotelmarrols.sk/,4.7,1405.0,"Tobrucká 6953/4, 811 02 Bratislava, Slovakia",+421 2/577 846 00,slobodova@hotelmarrols.sk,Marrol's Boutique Hotel,Bratislava,"Všimol som si Marrol's Boutique Hotel v Bratislava – máte hodnotenie 4.7 (1405 recenzií), pekný signál, že máte dobrý servis.",Marrol's Boutique Hotel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Marrol's Boutique Hotel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Marrol's Boutique Hotel v Bratislava – máte hodnotenie 4.7 (1405 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Marrol's Boutique Hotel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Marrol's Boutique Hotel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Marrol's Boutique Hotel.

— Adam","Subject: Marrol's Boutique Hotel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Marrol's Boutique Hotel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
