title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Open Dental Clinic,https://www.google.com/maps/place/Open+Dental+Clinic/data=!4m7!3m6!1s0x476c8f25fe9bd3df:0x1212b7e4167e3270!8m2!3d48.1725726!4d17.1251828!16s%2Fg%2F11sxy8vzvv!19sChIJ39Ob_iWPbEcRcDJ-FuS3EhI,https://opendental.sk/,48,129,"Sliačska 1A, 831 02 Bratislava, Slovensko",+421 911 853 339,,,info@opendental.sk,,,Open Dental Clinic,Bratislava,"Narazil som na Open Dental Clinic v Bratislava – hodnotenie 48.0 (129 recenzií) naznačuje, že pacienti sú spokojní.","Open Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Open Dental Clinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Open Dental Clinic v Bratislava – hodnotenie 48.0 (129 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Open Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Open Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Open Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Open Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
SYDENT x Michaela Kalaj,https://www.google.com/maps/place/SYDENT+x+Michaela+Kalaj/data=!4m7!3m6!1s0x476c89520c1ef26d:0xeb7c616951714820!8m2!3d48.1564478!4d17.1148192!16s%2Fg%2F1tdmz9bq!19sChIJbfIeDFKJbEcRIEhxUWlhfOs,http://www.sydent.sk/,49,134,"Björnsonova 13, 811 05 Staré Mesto, Slovensko",+421 911 307 774,,,sydent@sydent.sk,,,SYDENT x Michaela Kalaj,Staré Mesto,"Narazil som na SYDENT x Michaela Kalaj v Staré Mesto – hodnotenie 49.0 (134 recenzií) naznačuje, že pacienti sú spokojní.","SYDENT x Michaela Kalaj: menej telefonátov, viac času na výkon",AI recepcia pre SYDENT x Michaela Kalaj – rýchla otázka,Staré Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na SYDENT x Michaela Kalaj v Staré Mesto – hodnotenie 49.0 (134 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za SYDENT x Michaela Kalaj. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: SYDENT x Michaela Kalaj

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: SYDENT x Michaela Kalaj – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre SYDENT x Michaela Kalaj: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Zubár Tsap dental clinic,https://www.google.com/maps/place/Zub%C3%A1r+Tsap+dental+clinic/data=!4m7!3m6!1s0x476c8d5a85e54ae5:0xdc0d6a325322c634!8m2!3d48.1819127!4d17.0412351!16s%2Fg%2F11gslrdr_5!19sChIJ5UrlhVqNbEcRNMYiUzJqDdw,http://tsapdental.com/,48,140,"M. Schneidera-Trnavského 8, 841 01 Dúbravka, Slovensko",+421 948 768 257,,,mudr@tsapdental.com,,,Zubár Tsap dental clinic,Dúbravka,"Narazil som na Zubár Tsap dental clinic v Dúbravka – hodnotenie 48.0 (140 recenzií) naznačuje, že pacienti sú spokojní.","Zubár Tsap dental clinic: menej telefonátov, viac času na výkon",AI recepcia pre Zubár Tsap dental clinic – rýchla otázka,Dúbravka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Zubár Tsap dental clinic v Dúbravka – hodnotenie 48.0 (140 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Zubár Tsap dental clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Zubár Tsap dental clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Zubár Tsap dental clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Zubár Tsap dental clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Family Dental Care - Stromová,https://www.google.com/maps/place/Family+Dental+Care+-+Stromov%C3%A1/data=!4m7!3m6!1s0x476c8d04179939a1:0x1518b23ed583da37!8m2!3d48.1643617!4d17.0965506!16s%2Fg%2F11vpcfps6y!19sChIJoTmZFwSNbEcRN9qD1T6yGBU,https://www.familydentalcare.sk/,49,146,"Stromová 2668/7, 831 01 Bratislava, Slovensko",+421 911 131 366,,,office@familydentalcare.sk,,,Family Dental Care - Stromová,Bratislava,"Narazil som na Family Dental Care - Stromová v Bratislava – hodnotenie 49.0 (146 recenzií) naznačuje, že pacienti sú spokojní.","Family Dental Care - Stromová: menej telefonátov, viac času na výkon",AI recepcia pre Family Dental Care - Stromová – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Family Dental Care - Stromová v Bratislava – hodnotenie 49.0 (146 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Family Dental Care - Stromová. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Family Dental Care - Stromová

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Family Dental Care - Stromová – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Family Dental Care - Stromová: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Stomamed,https://www.google.com/maps/place/Stomamed/data=!4m7!3m6!1s0x476c894301397ab9:0x6000f375c1956d31!8m2!3d48.143749!4d17.111356!16s%2Fg%2F11dxq9mk6b!19sChIJuXo5AUOJbEcRMW2VwXXzAGA,http://stomamed.sk/,44,177,"Laurinská 16, 811 01 Bratislava, Slovensko",+421 2/208 338 88,,,,,,Stomamed,Bratislava,"Narazil som na Stomamed v Bratislava – hodnotenie 44.0 (177 recenzií) naznačuje, že pacienti sú spokojní.","Stomamed: menej telefonátov, viac času na výkon",AI recepcia pre Stomamed – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Stomamed v Bratislava – hodnotenie 44.0 (177 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Stomamed. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Stomamed

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Stomamed – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Stomamed: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
24 Dental - Zubná pohotovosť,https://www.google.com/maps/place/24+Dental+-+Zubn%C3%A1+pohotovos%C5%A5/data=!4m7!3m6!1s0x476c8f55d7b96369:0xc332248b664f0005!8m2!3d48.1642404!4d17.1391067!16s%2Fg%2F11fn914wz9!19sChIJaWO511WPbEcRBQBPZoskMsM,https://www.24dental.sk/,46,183,"Najlepšia zubná pohotovosť v meste, Bajkalská 9, 831 04 Bratislava, Slovensko",+421 914 700 900,,,recepcia@24dental.sk,,,24 Dental,Bratislava,"Narazil som na 24 Dental v Bratislava – hodnotenie 46.0 (183 recenzií) naznačuje, že pacienti sú spokojní.","24 Dental: menej telefonátov, viac času na výkon",AI recepcia pre 24 Dental – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na 24 Dental v Bratislava – hodnotenie 46.0 (183 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za 24 Dental. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: 24 Dental

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: 24 Dental – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre 24 Dental: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Ylux s. r. o.,https://www.google.com/maps/place/Ylux+s.+r.+o./data=!4m7!3m6!1s0x476c894d2707e6bf:0x488e8137315f4344!8m2!3d48.1587729!4d17.1206843!16s%2Fg%2F1tczz9l9!19sChIJv-YHJ02JbEcRRENfMTeBjkg,https://www.ylux.sk/,41,227,"Račianske mýto 10990/1B, 831 02 Bratislava, Slovensko",+421 2/446 357 25,,,kariera@ylux.sk,MUDr. Dušan Tudík,,Ylux s. r. o.,Bratislava,"Narazil som na Ylux s. r. o. v Bratislava – hodnotenie 41.0 (227 recenzií) naznačuje, že pacienti sú spokojní.","Ylux s. r. o.: menej telefonátov, viac času na výkon",AI recepcia pre Ylux s. r. o. – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Dušan,
Narazil som na Ylux s. r. o. v Bratislava – hodnotenie 41.0 (227 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Ylux s. r. o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Ylux s. r. o.

Dobrý deň Dušan,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Ylux s. r. o. – mini ukážka bez záväzku

Dobrý deň Dušan,
viem spraviť 30‑sekundovú ukážku presne pre Ylux s. r. o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Schill Dental Clinic,https://www.google.com/maps/place/Schill+Dental+Clinic/data=!4m7!3m6!1s0x476c8b95555a3cf7:0x82f5d2c4f8d799a7!8m2!3d48.1473416!4d17.066218!16s%2Fg%2F1ptwzxsph!19sChIJ9zxaVZWLbEcRp5nX-MTS9YI,http://www.schill.sk/,45,251,"Karloveské rameno 8, 841 04 Bratislava, Slovensko",+421 2/546 474 17,,,schill@schill.skko,,,Schill Dental Clinic,Bratislava,"Narazil som na Schill Dental Clinic v Bratislava – hodnotenie 45.0 (251 recenzií) naznačuje, že pacienti sú spokojní.","Schill Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Schill Dental Clinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Schill Dental Clinic v Bratislava – hodnotenie 45.0 (251 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Schill Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Schill Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Schill Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Schill Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty,https://www.google.com/maps/place/Ve%C4%8Dn%C3%A9+Zuby+-+Smile+Clinic+Bratislava+%7C+%C5%A0pecialisti+na+zubn%C3%A9+implant%C3%A1ty/data=!4m7!3m6!1s0x476c893e8088e35d:0xdbe5295f879196fa!8m2!3d48.1734511!4d17.1950373!16s%2Fg%2F11bydjk7k8!19sChIJXeOIgD6JbEcR-paRh18p5ds,https://www.smileclinic.sk/,48,269,"Ivanská cesta, Ovocné sady 32, 821 04 Bratislava-Ružinov, Slovensko",+421 949 007 180,,,,MUDr. Marek Salka,,Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty,Bratislava,"Narazil som na Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty v Bratislava – hodnotenie 48.0 (269 recenzií) naznačuje, že pacienti sú spokojní.","Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty: menej telefonátov, viac času na výkon",AI recepcia pre Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Marek,
Narazil som na Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty v Bratislava – hodnotenie 48.0 (269 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty

Dobrý deň Marek,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty – mini ukážka bez záväzku

Dobrý deň Marek,
viem spraviť 30‑sekundovú ukážku presne pre Večné Zuby - Smile Clinic Bratislava | Špecialisti na zubné implantáty: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Kafka Dent - Zubná ambulancia Bratislava,https://www.google.com/maps/place/Kafka+Dent+-+Zubn%C3%A1+ambulancia+Bratislava/data=!4m7!3m6!1s0x476c8982f2345413:0x5a435b0aab48c422!8m2!3d48.129246!4d17.1151948!16s%2Fg%2F11fp539pcm!19sChIJE1Q08oKJbEcRIsRIqwpbQ1o,https://kafkadent.sk/?utm_source=gmb&utm_medium=organic,49,276,"Muchovo námestie 3, 851 01 Petržalka, Slovensko",+421 949 399 006,,,info@kafkadent.sk,,,Kafka Dent,Petržalka,"Narazil som na Kafka Dent v Petržalka – hodnotenie 49.0 (276 recenzií) naznačuje, že pacienti sú spokojní.","Kafka Dent: menej telefonátov, viac času na výkon",AI recepcia pre Kafka Dent – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Kafka Dent v Petržalka – hodnotenie 49.0 (276 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Kafka Dent. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Kafka Dent

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Kafka Dent – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Kafka Dent: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
KRÄU CLINIC,https://www.google.com/maps/place/KR%C3%84U+CLINIC/data=!4m7!3m6!1s0x476c8996169e8f13:0xe644b8a945f52242!8m2!3d48.171193!4d17.071379!16s%2Fg%2F11jzqb6zjp!19sChIJE4-eFpaJbEcRQiL1Ram4ROY,http://www.krau.sk/,50,299,"Dúbravská cesta 14, 841 04 Karlova Ves, Slovensko",+421 911 890 294,checked,"Dobrý deň, volám sa Adam. 10 rokov som pracoval v zdravotníctve a teraz testujem AI recepciu pre ambulancie, ktorá odľahčí telefóny a objednávanie (aj mimo ordinačných hodín). Ak by ste chceli, rád pošlem krátke demo a prejdeme, či by to u vás dávalo zmysel.",recepcia@krau.sk,MUDr. Michal Sabo,,KRÄU CLINIC,Karlova Ves,"Narazil som na KRÄU CLINIC v Karlova Ves – hodnotenie 50.0 (299 recenzií) naznačuje, že pacienti sú spokojní.","KRÄU CLINIC: menej telefonátov, viac času na výkon",AI recepcia pre KRÄU CLINIC – rýchla otázka,Karlova Ves: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Michal,
Narazil som na KRÄU CLINIC v Karlova Ves – hodnotenie 50.0 (299 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za KRÄU CLINIC. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: KRÄU CLINIC

Dobrý deň Michal,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: KRÄU CLINIC – mini ukážka bez záväzku

Dobrý deň Michal,
viem spraviť 30‑sekundovú ukážku presne pre KRÄU CLINIC: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dr. Martinko detská poliklinika,https://www.google.com/maps/place/Dr.+Martinko+detsk%C3%A1+poliklinika/data=!4m7!3m6!1s0x476c8911617b5a1f:0x6d265a72376d7d4e!8m2!3d48.092041!4d17.1166587!16s%2Fg%2F11rdpqt7h2!19sChIJH1p7YRGJbEcRTn1tN3JaJm0,https://www.doktormartinko.sk/,44,309,"Zuzany Chalupovej 9/a, 851 07 Bratislava, Slovensko",+421 902 605 900,,,//recepcia.slnecnice@doktormartinko.sk,,,Dr. Martinko detská poliklinika,Bratislava,"Narazil som na Dr. Martinko detská poliklinika v Bratislava – hodnotenie 44.0 (309 recenzií) naznačuje, že pacienti sú spokojní.","Dr. Martinko detská poliklinika: menej telefonátov, viac času na výkon",AI recepcia pre Dr. Martinko detská poliklinika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dr. Martinko detská poliklinika v Bratislava – hodnotenie 44.0 (309 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dr. Martinko detská poliklinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dr. Martinko detská poliklinika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dr. Martinko detská poliklinika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dr. Martinko detská poliklinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
SK Dental Clinic Bratislava | Zubná Pohotovosť,https://www.google.com/maps/place/SK+Dental+Clinic+Bratislava+%7C+Zubn%C3%A1+Pohotovos%C5%A5/data=!4m7!3m6!1s0x476c890be58235b7:0x77074f40917af568!8m2!3d48.1445634!4d17.1448976!16s%2Fg%2F11qh437kz4!19sChIJtzWC5QuJbEcRaPV6kUBPB3c,https://zubnapohotovostbl.sk/,48,319,"Jarabinková 10, 821 09 Bratislava, Slovensko",+421 911 566 056,,,dusan.kvasna@skdental.sk,MDDr. Maroš Kamenický,,SK Dental Clinic Bratislava | Zubná Pohotovosť,Bratislava,"Narazil som na SK Dental Clinic Bratislava | Zubná Pohotovosť v Bratislava – hodnotenie 48.0 (319 recenzií) naznačuje, že pacienti sú spokojní.","SK Dental Clinic Bratislava | Zubná Pohotovosť: menej telefonátov, viac času na výkon",AI recepcia pre SK Dental Clinic Bratislava | Zubná Pohotovosť – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Maroš,
Narazil som na SK Dental Clinic Bratislava | Zubná Pohotovosť v Bratislava – hodnotenie 48.0 (319 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za SK Dental Clinic Bratislava | Zubná Pohotovosť. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: SK Dental Clinic Bratislava | Zubná Pohotovosť

Dobrý deň Maroš,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: SK Dental Clinic Bratislava | Zubná Pohotovosť – mini ukážka bez záväzku

Dobrý deň Maroš,
viem spraviť 30‑sekundovú ukážku presne pre SK Dental Clinic Bratislava | Zubná Pohotovosť: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
